num	name	element	str3	utc	tc	journal
104013		In1Te1.002	NaCl	K	3.5	PRENUM PRESS 1973
9897	(La,Y)3CaBa3(Cu,Fe)7Oz	La2.5Y0.5Ca1Ba3Cu6.3Fe0.7O16.627	3137	K	51.0	J.Supercond., 14(2001)397
33054	(Cu,Re)Ba2YCu2O7	Y1Re0.15Ba2Cu2.85O7.17	Cu1212	K	91.0	Physica C, 355(2001)267
8747	(La,Y)3CaBa3(Cu,Fe)7Oz	La2.5Y0.5Ca1Ba3Cu6.58Fe0.42O16.599	3137	K	68.0	Physica C,313(1999)41-48
158436	(CaxSr1-x)3Rh4Sn13	Ca1.5Sr1.5Rh4Sn13	Yb3Rh4Sn13	K	6.46	Phys.Rev.Lett., 115(2015)207003
8864	YBa2Cu3Oz	Y1Ba2Cu3O6.38	Y123	K	11.3	Phys.Rev.B,45(1992)10071
155058	SrFe2(As,P)2	Sr1Fe2As1.3P0.7	ThCr2Si2	K	34.0	J.Phys.Soc.Jpn, 83(2014)104702
3405	(Er,Pr)Ba2Cu3O7	Er1Ba2Cu3OZ	Y123	K	92.4	PHYSICA C,194(1992)76
131536	La3Ru4Sn13	La3Ru4Ge13	Yb3Rh4Sn13	K	3.9	Academic Press(2000)p229
153233	RbxFezSe2	Rb0.801Fe1.602Se2	ThCr2Si2	K	32.4	Phys.Rev.B, 84(2011)144520
158743	PtSbS	Pt1Sb1S1	FeS2(pyrite)	K	0.12	J.Phys.Soc. Jpn, 88(2019)093709
151438	alpha-Cd2Re2O7	Cd2Re2O7	pyrochlore	K	0.97	J.Phys.Soc.Jpn, 78(2009)064702
40933	Pd2YSn	Pd2Y1Sn1	Heusler	K	4.55	Phys.Rev.B, 32(1985)4426
152994	Zr85Co15	Co15Zr85		K	3.3	Physica C, 470(2010)1048
40674	Ba8Si46	Ba8Si46	clathrate	K	8.0	J.Phys.Chem.Solids, 67(2006)1117
151734	(Y,Sc)Ba2Cu4O8	Y0.9Sc0.1Ba2Cu4O8	Y124	K	81.0	Mat.Chem.Phys., 119(2010)208
9777	(Nd,La)Ba2Cu3	Nd0.9La0.1Ba2Cu3O7-z	Y123	K	91.09	Physica C, 339(2000)245
120008	ZrRhP	Zr1Rh1P1	TiNiSi	K	1.55	J.Less Comon Met., 92(1983)177
90361	Nb3Sn	Nb3Sn1	Cr3Si(A15)	K	17.9	Phys.Rev., 120(1960)1964
15003	Bi2Sr2CaCu2O8+y	Bi2Sr2Ca1Cu2O8+y	Bi2212	K	89.9	Phys.Rev.B,55(1997)8529
157690	2H-MoS2	Mo1S2	TX2	K	12.2	cond-mat/1503.05331
103613		Nb3Al0.81Ge0.19		K	17.6	PRENUM PRESS 1973
154363	(Pr,Ce)Pt4Ge12	Pr0.915Ce0.085Pt4Ge12	skutterudite	K	4.61	Phys.Rev.B, 89(2014)035145
8239	(Bi,Pb)2Sr2(Eu,Ce)2Cu2Oz	Bi1.55Pb0.45Sr2Eu1.65Ce0.35Cu2OZ	Bi2222	K	33.0	Physica.C,302(1998)325-330
154913	(Sn,Pb)1-xInxTe	Sn0.552Pb0.368In0.08Te1		K	2.16	Phys.Solid State, 43(2001)1845
157619	Ba2Ti2(Fe1-xCrx)2As4O	Ba2Ti2Fe1.92Cr0.08As4O1		K	8.21	J.Alloys Compd., 745(2018)460
12264	(Cu,Mo)Sr2YCu2Oz	Mo0.2Sr2Y1Cu2.8Oz	Cu1212	K	72.0	Jpn.J.Appl.Phys., 32(1993)4517
111004	Lu5(Ir,Rh)4Si10	Lu5Ir3.12Rh0.88Si10	Sc5Co4Si10	K	5.68	Phys.Rev.B, 43(1991)7681
113178	Th1-xLax	La0.1Th0.9		K	1.48	J.PHYS.SOC.JAPAN,34(1973)391
152617	(Pr,Nd)Os4Sb12	Pr0.5Nd0.5Os4Sb12	skutterudite	K	0.6	Phys.Rev.B, 83(2011)024511
40225	(La,Sr)2CuO4	La1.875Sr0.125Cu1O4	T	K	27.84	Phys.Rev.Lett., 71(1993)283
90161	In1+xTe	In1Te1	NaCl	K	3.45	J.PHYS.CHEM.SOLIDS, 26(1965)353
157239	MoTe2	Mo1Te2		K	0.3	Phys.Rev.B, 95(2017)100501
6747	ErBa2(Ca,Co)3O7	Er1Ba2Cu2.88Co0.12O6.78	Y123	K	46.0	Solid State Commun.98(1996)10095-1098
109368	Nb3Te4	Nb3Te4		K	1.8	Solid State Commun., 26(1978)943-947
158371	NaxMoS2	Na0.4Mo1S2		K	3.6	Phys.Rev.B, 13(1976)3843
153834	(Bi,Cu)4O4S3	Bi3.99Cu0.01S3O4		K	3.93	Physica B, 412(2013)119
109705	K3C60	C60K3	fullerene	K	19.5	PHYS.REV.B,46(1992)14936
150193	(Tm,Lu)2Fe3Si5	Tm0.8Lu0.2Fe3Si5	U2Mn3Si5	K	2.79	Phys.Lett., 85A(1981)372
130149	SnMo6S8	Sn1Mo6S8	Chevrel	K	11.7	Springer-Verlag, 1982,
101670	Mg1Zn1	Mg1Zn1	MgZn2(Laves)	K	0.93	PHYSICA SCRIPTA,9(1974)353
153109	(Ca,La)Fe2As2	Ca0.8La0.2Fe2As2	ThCr2Si2	K	40.0	EuroPhys. Lett., 95(2011)67002
112210	Ti1-xMox	Mo0.1633Ti0.8367		K	4.0	J.PHYS.CHEM.SOLIDS,20(1961)177
7443	YBa2(Cu,Zn)3O7	Y1Ba2Cu2.99Zn0.01O6+z	Y123	K	89.0	J.Mater.Res.11(1996)1120
32217	Bi2Sr2Ca(Cu,Ni)2Oz	Bi2Sr2Ca1Cu1.952Ni0.048O8	Bi2212	K	74.0	Phys.Rev.Lett.,80(1998)1968-1971
103723		As1Rh1.4		K	0.03	PRENUM PRESS 1973
157575	BaFe2S3	Ba1Fe2S3		K	11.2	Phys.Rev. B, 95(2017)241109
153494	Ba(Fe,Zn,Co)2As2	Ba1Fe1.7Zn0.08Co0.22As2	ThCr2Si2	K	8.77	Solid State Commun., 152(2012)671
151272	(Pr,Sr)OFeAs	Pr0.75Sr0.25Fe1As1O1	oxypnictide	K	16.3	Phys.Rev.B, 79(2009)104501
120050	YRu3.5Si2	Y1Ru3.5Si2		K	3.51	Mat.Res.Bull., 15(1980)1489
131242	(V,Os)	Os0.5V0.5		K	5.15	Solid State Commun., 27(1978)291
112358	Hf1-xRhx	Hf0.8Rh0.2		K	1.95	Z.PHYS.,197(1966)276
9783	(Tl,Cu)Sr2Ca2Cu3Oz	Tl0.6Sr2Ca2Cu3.4Oz	Tl1223	K	94.0	Physica C, 353(2001)200
150436	La3Te4	La3Te4	Th3P4	K	5.3	PHYS.REV.B,11(1975)500
3998		Y0.5Pr0.5Ba2Cu3O7	Y123	K	23.36	PHYS.REV.B,46(1992)8694
112697	(Th,La)Ru2	Th0.9La0.1Ru2	MgCu2(Laves)	K	4.73	Phys.Rev.B, 33(1986)162
156449	Nd(O,F)Bi1-xPbxS2	Nd1Bi0.9Pb0.1S2F0.3O0.7		K	4.83	Solid State Commun., 223(2015)40
158894	Fe1Se0.82S0.18	Fe1Se0.82S0.18	PbO	K	7.96	Nature 567(2019)213
11040	YBa2(Cu,Zn)3O7-d	Y1Ba2Cu2.91Zn0.09O6.77	Y123	K	30.0	Phys.Rev.B,51(1995)15653
7691	Ho(Ba)2Cu4O8	Ho1Ba2Cu4O8	Y124	K	68.5	J.Solid State Chem.128(1997)310-312
157913	Ru1-xRhxAs	Ru0.75Rh0.25As1		K	1.8	J.Phys.Soc.Jpn, 87(2018)073703
12405	SmBa2(Cu,Zn)3O7	Sm1Ba2Cu2.9Zn0.1O6.83		K	29.0	Phys.Rev.B,53(1996)14637
111729	Mg(B,C)2	Mg1B1.9906C0.0094	AlB2	K	38.5	Phys.Rev.Lett., 92(2004)217003
155229	(Ca1-xPrx)(Pt3As8)(FeAs)10	Ca8.03Pr1.97Pt3Fe10As18		K	25.0	Solid State Commun., 201(2015)36
103625		Nb3Rh0.9Co0.1		K	1.9	PRENUM PRESS 1973
40790	NbSe2	Nb1Se2	TX2	K	7.15	J.Phys.C, 5(1972)L230
153363	(LaOx)FeAs	La1Fe1As1O0.89	oxypnictide	K	27.8	Solid State Commun., 152(2012)644
158616	Sr0.1Bi2Se3	Sr0.1Bi2Se3		K	2.5	Phys.Rev.Mater.,3(2019)074201
1845	YBa2Cu3O7	Y1Ba2Cu3O7-Z	Y123	K	88.8	PHYS.REV.LETT.,59(1987)1160
5230	(Ca,Cd)(La,Ba)2Cu3O7	Ca0.4Cd0.6La1Ba1Cu3Oz	Y123	K	47.8	Physica C,232 (1994) 277-282
152831	Cd2Re2O7	Cd2Re2O7	pyroclore	K	0.97	J.Phys.Soc.Jpn, 80(2011)023715
9378	(La,Nd,Ba)2CuO4	La1.7Nd0.2Ba0.1Cu1O4	T	K	15.0	J.Phys.Soc. Jpn, 63(1994)2314-2223
20073	(La,Sr)2(Cu,Zn)O4	La1.85Sr0.15Cu0.984Zn0.016O4+z	T	K	19.0	Physica C, 272(1996)257
1512	Tl2Ba2CuO6	Tl2Ba2Cu1O5.957	Tl2201	K	38.0	PHYS.REV.B,40(1989)11400
7790	(Pr,Ce)2CuO4	Pr1.9Ce0.1Cu1O3.98	T'	K	9.0	J.Mater.Res.12(1997)2526
112825	Ti1-xVx	Ti0.415V0.585		K	7.49	PHYS.REV.,123(1961)1569
131209	(Zr,Rh)	Rh0.25Zr0.75		K	3.97	Phys.Rev.B, 30(1984)1253
104068		Ir0.69Y0.31	MgCu2(Laves)	K	1.98	PRENUM PRESS 1973
108160	alpha-(C,W)Si:H	C0.74W0.26Si1	diamond	K	3.3	Physica Stat.Solidi B,177(1993)475
6155	HgSr2(Cu,Cr)Oz	Hg1Sr2Cu0.7Cr0.3Oz	Hg1201	K	56.0	Physica C, 224(1994)1-5
10378	(Nd,Ce)2(Cu,Zn)O4	Nd1.85Ce0.15Cu0.985Zn0.015O4	T'	K	14.0	Phys.Rev.B,52(1995)3742
8763	(Y,Ca)(Ba,Nd)2Cu3O7	Y0.8Ca0.2Ba1.9Nd0.1Cu3OZ	Y123	K	79.0	Physica C,313(1999)79-86
109837	AgSnSe2	Ag0.92Sn1.08Se2	NaCl	K	5.57	J.Phys.Chem.Solids, 38(1977)355
108132	U(Pt,Pd)3	U1Pt2.991Pd0.009		K	0.35	Physica B,259(1999)666-667
103058		Cu1Se1Te		K	1.6	PRENUM PRESS 1973
33940	(Y,Pr,Ca)Ba2Cu3O7	Y0.82Pr0.1Ca0.08Ba2Cu3O7-z	Y123	K	83.4	Physica C, 387(2003)411
4530	(Y,Ca)Sr2(Cu,Fe)3O7	Y0.92Ca0.08Sr2Cu2.5Fe0.5O6.92	Y123	K	8.0	Physica C, 222(1994)157-165
101833	Nb0.9Pd0.1	Nb0.9Pd0.1		K	3.5	PHYS.REV.,140(1965)A914
5905	Tl(Sr,Ce)2CaCu2O7	Tl1Sr1.6Ce0.4Ca1Cu2O7-z	Tl1212	K	38.9	Physica C,253(1995)156-164
34707	(Y,Ca)Ba2Cu3O7	Y0.8Ca0.2Ba2Cu3O6.84	Y123	K	82.0	Physica C, 418(2005)43
157119	CuxTiSe2	Cu0.05Ti1Se2		K	1.52	Chem.Mater., 28(2016)1927
33087	HgBa2(Cu,Co)O4	Hg1Ba2Cu0.97Co0.03O4+z	Hg1201	K	94.0	Physica C, 356(2001)141
155563	Srx(NH3)yHfNCl	Sr0.24M1Hf1N1Cl1	SmSI	K	24.1	Supercond.Sci.Technol., 26(2013)085015
9086	Bi2Sr2CaCu2O8	Bi2Sr2Ca1Cu2Oz	Bi2212	K	90.4	Physica C,334(2000)237-242
10015	YBa2Cu3O7Hx	Y1Ba2Cu3H0.21O7	Y123	K	86.0	Phys.Rev.B, 49(1994)600
158779	Ca10Pt4As8((Fe1-xPtx)2As2)5, x=0.05	Ca10Pt4.5Fe9.5As18		K	32.0	Phys.Rev.B, 100(2019)094103
111823	Be22(Re,Ru)1	Be22Re0.99Ru0.01		K	9.2	HELV.PHYS.ACTA,40(1967)1012
112925	PdxTe2	Pd1.05Te2		K	1.77	HELV.PHYS.ACTA,34(1961)408
102224	Sb2Zr3	Sb2Zr3		K	1.74	REV.MORDERN PHYS.,35(1963)1
33697	YBa2Cu3Oz	Y1Ba2Cu3O6.85	Y123	K	83.2	Phys.Rev.Lett., 88(2002)167005
150162	Nb3Sn	Nb3Sn1	Cr3Si(A15)	K	18.0	J.Phys.Soc.Jpn, 76(2007)024713
112048	Hf1-xNbx	Hf0.1Nb0.9		K	9.6	PHYS.REV.,123(1961)1569
103993		Hf0.76Nb0.25		K	4.2	PRENUM PRESS 1973
7741		La2.5Nd0.5Ca1Ba3Cu7Oz	La3137	K	80.0	Physica.C,288(1997)57-63
154266	Li2Pt3(B,Al)	Li2Pt3B0.95Al0.05		K	2.12	Physica C, 494(2013)95
749	ErBa2(Cu,Ni)3O7	Er1Ba2Cu2.95Ni0.05OX	Y123	K	87.8	SOLID STATE COMMUN.,70(1989)725
152590	URu2Si2	U1Ru2Si2	ThCr2Si2	K	1.45	Phys.Rev.Lett., 100(2008)037004
140004	Ag1-xAlx	Ag0.6Al0.4		K	0.088	PHYS.REV.B,1(1970)3002
158218	Ce(Co,Pt)In5	Ce1Co0.91Pt0.09In5	HoCoGa5	K	1.05	Phys.Rev.Lett., 109(2012)186402
112074	V1-xCrx	Cr0.1V0.9		K	2.06	PHYS.REV.,130(1963)2177
20182	(Y,Ca)Ba2(Cu,Co)3O7	Y0.9Ca0.1Ba2Cu2.75Co0.25O7.03	Y123	K	76.9	Fizika tverdogo tela, 37(1995)1990-2001
5301	YBa2Cu3OZ	Y1Ba2Cu3O6.858	Y123	K	87.4	Jpn.J.Appl.Phys.,33(1994) 4583-4592
103111	Sr1Ti1O3(Nb) 	Sr1Ti1O3		K	0.38	PRENUM PRESS 1973
5802	Bi2 Sr2 Ca Cu2 O8 Ix	Bi2Sr2Ca1Cu2I0.2O8.242	Bi2212	K	64.6	Physica C.,245(1995)332-340
156960	SrPt3P	Sr1Pt3P1		K	8.35	Phys.Rev.B, 91(2015)094514
40849	Nb3(Au,Pt)	Nb3Au0.7Pt0.3	Cr3Si(A15)	K	10.0	Solid State Commun., 30(1979)723
7871	TlBa2Ca2Cu3O9	Tl1Ba2Ca2Cu3O9	Tl1223	K	110.0	Appl.Phys.Lett.71(1997)2370
155154	K2Cr3As3	K2Cr3As3	K2Cr3As3	K	6.1	cond-mat/1412.0067
153056	ZrRuP	Zr1Ru1P1	Co2P	K	3.76	J.Low Temp.Phys., 55(1984)11
40297	NiBi3	Bi3Ni1		K	3.6	Phys.Rev.B,87(1952)799
111003	Lu5(Ir,Rh)4Si10	Lu5Ir3.44Rh0.56Si10	Sc5Co4Si10	K	5.72	Phys.Rev.B, 43(1991)7681
157969	NaSn2As2	Na1Sn2As2		K	1.18	Phys.Rev.B, 98(2018)020503
592	YBa2Cu3O7	Y1Ba2Cu3O6.83	Y123	K	89.3	SOLID STATE COMMUN.,68(1988)0221
158748	LaFe2As2	La1Fe2As2	ThCr2Si2	K	7.4	J.Phys.Chem.Lett., 10(2019)1018
34657	YBa2Cu3O7	Y1Ba2Cu3O7-z	Y123	K	44.7	Physica C, 417(2004)63
50041	LaxAuyCuz	La75Au15Cu10	AMOR	K	3.795	Phys.Rev.B, 13(1976)4827
101021	Co1Ti1	Co1Ti1	W	K	0.71	REV.MORDERN PHYS.,35(1963)1
106098	Y(Ni,Co)2B2C	Y1Ni1.8Co0.2B2C1	LuNi2B2C	K	6.7	Physica C,252(1995)199-202
20237	HgBa2CuO4Fx	Hg1Ba2Cu1FO4	Hg1201	K	88.0	preprint JINR E14-97-234(1997)
10034	Bi2Sr2CaCu2O8	Bi2Sr2Ca1Cu2Oz	Bi2212	K	80.5	Phys.Rev.B, 49(1994)1315
153427	GaxV2Al20	Ga0.3V2Al20		K	1.43	J.Phys.Soc.Jpn, 81(2012)124707
9824	(La,Er)2Ba2CaxCu4+xOz	La1.55Er0.45Ba2Ca0.9Cu4.9O11.664		K	76.0	J.Supercond., 13(2000)37
40239	(Hg,Re)Ba2Ca2Cu3O8	Hg0.82Re0.18Ba2Ca2Cu3O8+z	Hg1223	K	132.6	Physica C, 434(2006)53
1549	(Y,Ca)Ba2Cu4O8	Y0.85Ca0.15Ba2Cu4O8	Y124	K	90.0	PHYSICA C,167(1990)102
153061	ZrRu(P,B)	Zr1Ru1P0.8B0.2	Fe2P	K	5.4	Mat.Res.Bull., 39(2004)1231
5957	(La,Ca)(Ba,La)2 Cu3O7	Ca0.2Ba1.55La1.25Cu3O7.05	Y123	K	41.1	Phys.Rev.B,52(1995)12982
2402	(La,Ba)2CuO4	La1.76Ba0.24Cu1O4		K	14.0	PHYSICA C ,159(1989)111
101150	Cu2Sb1	Cu2Sb1	Cu2Sb	K	0.085	STRUCTUER AND BONDING,4(1968)83-229
33184	(Gd,Pr,Ca)Ba2Cu3O7	Gd0.65Pr0.15Ca0.2Ba2Cu3O7-z	Y123	K	66.6	Supercond.Sci.Technol., 14(2001)213
50087	Zr3Pd	Pd1Zr3	AMOR	K	2.96	Phys.Rev.B, 27(1983)5519
3173		C60Rb3		K	12.25	Jpn.J.Appl.Phys.Lett.31(1992)L166-L168
4060	(Nd,Ce)2CuO4	Nd1.85Ce0.15Cu1O4	T'	K	19.2	PHYS.REV.B,46(1992)5581
101414	Hf1V2	Hf1V2	MgCu2(Laves)	K	9.2	JAPAN J.APPL.PHYS.,12(1973)161
7579	YBa2Cu3Oz	Y1Ba2Cu3O6.68	Y123	K	63.0	Phys.Rev.B,56(1997)5654
155614	CaSi3	Ca1Si3		K	4.25	J.Am.Chem.Soc., 134(2012)13558
153905	(Ba,K)Fe2As2	Ba0.1K0.9Fe2As2	ThCr2Si2	K	6.86	Phys.Rev.B, 87(2013)100509
8184	(La,Sm)BaCaCu3O7	La0.75Sm0.25Ba1Ca1Cu3O7	1113	K	71.0	Physica.C,301(1998)48-54
4697	(Bi,Pb)2Sr2(Y,Ce)2Cu2O10	Bi1Pb1Sr2Y1.65Ce0.35Cu2O10+z	Bi2222	K	25.0	Physca C, 220(1994)265-270
9311	(Y,Pr)Ba2Cu3Oz	Y0.6Pr0.4Ba2Cu3O6.76	Y123	K	23.7	J.Phys.Soc. Jpn, 69(2000)170-177
158359	Bi2-xPbxPd	Bi1.8Pb0.2Pd1		K	4.4	Mater.Res.Bull., 112(2019)384
100517	Be0.96Ni0.04	Be0.96Ni0.04		K	0.76	Z.PHYS.,200(1967)7
151987	(La,Y)(O,F)FeAs	La0.7Y0.3Fe1As1F0.1O0.9	oxypnictide	K	34.8	Physica C, 470(2010)511
10384	YBa2(Cu,Zn)3O7-y	Y1Ba2Cu3O6.63		K	62.0	Phys.Rev.B,52(1995)R3884
131310	(H,Mo,Nb,Pd)	H0.46Mo0.1Nb0.72Pd0.18		K	4.82	J.Less-Common Met., 42(1975)19
11756	(Lu,Pr,Ca)Ba2Cu3O7	Lu0.8Pr0.1Ca0.1Ba2Cu3O7-d	Y123	K	78.0	Phys.Rev.B,52(1995)1362
7737		La2.1Gd0.7Ca1.4Ba2.8Cu0.7O16.471	La3137	K	79.0	Physica.C,288(1997)57-63
5773	(Y,Ca)(Sr,Ba)2(Cu2,Ga)O7	Y0.6Ca0.4Sr1.6Ba0.4Cu2Ga1O7-z	Y123	K	56.0	J.Supercomductivity.,8(1995)21-25
8922	YBa2(Cu,Au)3O7	Y1Ba2Cu2.55Au0.45OZ	Y123	K	71.8	Physica C,324(1999)133-136
106283	(Sn,Ge,In)Te	Sn0.76Ge0.19In0.05Te1		K	0.68	Physica C,333(2000)31-40
152694	UPd2Al3	U1Pd2.02Al3	PrNi2Al3	K	0.83	J.Alloys Compd., 213(1994)509
157550	Ca0.74La0.26(Fe,Co)As2	Ca0.74La26Fe0.954Co0.046As2	Fe-112	K	21.5	Phys.Rev. B, 93(2016)174513
153315	Sr(Fe,Pt)2As2	Sr1Fe1.85Pt0.15As2	ThCr2Si2	K	11.7	Physica C, 471(2011)600
153604	Rb0.8Fe2Se2-xTex	Rb0.8Fe2Se1.8Te0.2	ThCr2Si2	K	25.05	Phys.Rev.B, 85(2012)174523
10369	(Nd,Ce)2(Cu,Ni)O4	Nd1.85Ce0.15Cu0.993Ni0.007O4	T'	K	5.5	Phys.Rev.B,52(1995)3742
112822	Nb	Nb1		K	9.273	PHYS.REV.B,9(1974)108
4332	YBa2Cu3(O,F)7	Y1Ba2Cu3FOZ	Y123	K	92.0	PHYSICA C,201(1992)305
157903	Lix(C6H16N2)yMoSe2	Li0.25M1Mo1Se2		K	3.8	J.Phys.Soc.Jpn, 87(2018)054704
155123	(Pr,Ce)CuO4	Pr1.83Ce0.17Cu1O4	T'	K	13.4	Phys.Rev.B, 90(2014)024519
101724	Mo0.5Pd0.5	Mo0.5Pd0.5		K	3.52	REV.MORDERN PHYS.,35(1963)1
12116	YBa2Cu3O7-d	Y1Ba2Cu3O6.99	Y123	K	87.8	Phys.Rev.B,52(1995)R15727
151326	CePtSi2	Ce1Pt1Si2	CeNiSi2	K	0.14	Phys.Rev.B, 79(2009)172507
153530	Ca10(Pt3As8)[(Fe2-xPtx)As2]5	Ca10Pt3.97Fe9.03As18		K	10.5	Phys.Rev.B, 85(2012)020504
131020	ErRh4B4	Er1Rh4B4	RT4B4	K	8.55	Plenum Press (1978)
3783	R2Tl2Sr2Cu3O11	Pr2Tl2Sr2Cu3O11		K	43.0	Solid State Commun.,71(1989)739-741
101912	Nb0.37Ta0.63	Nb0.37Ta0.63	CsCl	K	5.31	J.PHYS.SOC.JAPAN,25(1968)1307
3491	(Eu,Pr)Ba2Cu3O7	Eu1Ba2Cu3O6.97	Y123	K	94.77	PHYS.REV.B,44(1991)6999
12243	(Fe,Cu)BaSrDyCu2O7	Fe0.5Ba1Sr1Dy1Cu2.5O7.447	Cu1212	K	37.9	Physica C, 422(2005)88
33864	(Pr,Ce)2CuO4	Pr1.85Ce0.15Cu1O4	T'	K	22.0	Phys.Rev.B, 66(2002)174510
12312	ErBa2(Cu,Zn)3O7	Er1Ba2Cu2.9Zn0.1O7-y	Y123	K	60.4	Phys.Rev.53,(1996)15245
4750	(Y,Pr)2Ba4Cu7O15	Y1.8Pr0.2Ba4Cu7O15-z	Y247	K	64.3	Physica C, 227(1994)254-258
152386	(Cu,Tl,Li)Ba2Ca2(Cu,Si)3O10	Tl0.25Li0.25Ba2Ca2Cu3Si0.5O7.835	Cu1223	K	111.0	Solid State Sci., 12(2010)1058
50023	Sn	Sn1	AMOR	K	4.46	Physica B, 263-264(1999)296
5473	(Y,Ca)(Sr,Ba)2Cu2GaO7	Y0.6Ca0.4Sr1.6Ba0.4Cu2Ga1O7		K	56.0	J.Supercomductivity.,8(1995)21-25
2044	(Y,Pr)Ba2Cu3O7	Y0.6Pr0.4Ba2Cu3O6.76	Y123	K	44.3	SOLID STATE COMMUN.,67(1988)391
109382	TaS2	S2Ta1		K	1.9	Phys.Lett., 31A(1970)551
7860	HgBa2CuO4	Hg1Ba2Cu1O4+z	Hg1201	K	35.0	Physica.C,289(1997)153-160
7056	Bi2Sr2CaCu2Oz	Bi2Sr2Ca1Cu2Oz	Bi2212	K	73.5	J.Superconductivity,9(1996)161-165
112526	Ir1-xRex	Ir0.8Re0.2		K	0.66	PHYS.REV.,165(1968)533 545
101843	Nb0.11Re0.78Ta0.11	Nb0.11Re0.78Ta0.11	alpha-Mn	K	8.8	IZV.AKAD.NAUK SSSR METAL,4(1973)225
9665	La2CuOz	La2Cu1O4.08	T	K	32.0	Solid State Commun., 114(2000)107
157253	CaKFe4As4	Ca1K1Fe4As4	CaRb1144	K	35.0	Phys.Rev.Lett., 117(2016)277001
156921	CsFe2As2	Cs1Fe2As2	ThCr2Si2	K	1.84	Phys.Rev.B, 87(2013)214509
151607	(Lu,Sc)2Fe3Si5	Lu1.94Sc0.06Fe3Si5	Sc2Fe3Si5	K	4.83	Phys.Rev.B, 80(2009)100502
639	Sm(Ba,Sm)2Cu3O7	Sm1.15Ba1.85Cu3O6.95	Y123	K	77.3	JJAP LETT.,27(1988)L2274
109723	Na2CsC60	Na2Cs1C60		K	11.7	Solid State Commun.,93(1995)269-274
9337	(Sm,Pr)Ba2Cu3Oz	Sm0.8Pr0.2Ba2Cu3O6.95	Y123	K	41.0	J.Phys.Soc. Jpn, 69(2000)170-177
2475	Bi2Sr2CaCu2O8	Bi2Sr2Ca1Cu2O8-Z	Bi2212	K	62.0	PHYS.REV.B,40(1989)11352
131012	Nb3(Sn,Sb)	Nb3Sn0.2Sn0.8	Cr3Si(A15)	K	15.89	Plenum Press (1978)
103842		C1Hf0.5Nb0.5	NaCl	K	4.8	PRENUM PRESS 1973
104002		Hg5Tl2		K	3.86	PRENUM PRESS 1973
19316	Bi2(Sr,La)2CuO6	Bi2Sr1.7La0.3Cu1O6+Z	Bi2201	K	19.0	Phys.Rev.B, 59(1999)192
19202	(La,Sr)2(Cu,Ni)O4	La1.85Sr0.15Cu0.99Ni0.01O4+Z	T	K	29.0	Phys.Rev.B,58(1998)15116
43086	Sr0.19(M)0.54MoS2	Sr0.19M0.54Mo1S2	TX2	K	5.2	J.SOLID STATE CHEM.,9(1974)323
151788	Sr(Fe,Ni)2As2	Sr1Fe1.78Ni0.22As2	ThCr2Si2	K	2.27	Phys.Rev.B, 79(2009)224519
156382	LaFeAs(O,F)	La1Fe1As1F0.1O0.9	oxypnictide	K	24.3	Physica C, 470(2010)S298
7816	La(Ba,La)2Cu3Oz	La1.2Ba1.8Cu3O7.2	Y123	K	27.0	Japanese J.Appl.Phys.Lett.36(1997)473-475
120269	Th(Ir,Ru)2	Th1Ir1.6Ru0.4		K	2.87	J.Less-Common Met., 83(1982)L47
2483	Bi2Sr2CaCu2O8	Bi2Sr2Ca1Cu2O8.198	Bi2212	K	78.0	PHYS.REV.B,43(1991)10445
9590	Bi2Sr2CaCu2Oz	Bi2Sr2Ca1Cu2Oz	Bi2212	K	50.0	Phys.Rev.B,62(2000)11989-11992
40335	ZrNCl0.7	Zr1N1Cl0.7		K	14.0	J.Phys.Soc.Jpn, 74(2005)2586
2249	HoBa2Cu3O7	Ho1Ba2Cu3O7-Z	Y123	K	92.7	PHYSICA C,152(1988)293
1974	YBa2(Cu,Ni)3O7	Y1Ba2Cu2.85Ni0.15O7-Z	Y123	K	74.6	PHYSICA C,179(1990)71
131550	La3Rh4Pb13	La3Rh4Pb13	Yb3Rh4Sn13	K	2.2	Academic Press(2000)p229
109489	(Mg,Be)B2	Mg0.7Be0.3B2	AlB2	K	39.0	Physica C, 353(2001)11
33434	(Y,Sm)Ba2Cu3O7	Y0.6Sm0.4Ba2Cu3O7-z	Y123	K	78.0	Mater.Res.Bull., 36(2001)971
109504	(Er,Ho)Rh4B4	Er0.25Ho0.75Rh4B4	RT4B4	K	6.44	Phys.Rev.B, 31(1985)5756
150120	TmBa2Cu3O7	Tm1Ba2Cu3O6.72	Y123	K	64.5	Physica C, 387(2003)187
154248	Sm(O,F)(Fe,Mn)As	Sm1Fe0.97Mn0.03As1F0.12O0.88	oxypnictide	K	31.3	Physica C, 494(2013)57
152491	Fex(Se,Te)	Fe0.9Se0.25Te0.75		K	9.7	Phys.Rev.B, 82(2010)212504
104274		Ru0.1Zr0.9	Mg	K	5.7	PRENUM PRESS 1973
34579	YBa2Cu3O7	Y1Ba2Cu3O6.93	Y123	K	92.0	J.Phys.:Condens.Matter, 16(2004)1439
101834	Nb3Pb0.15Sn0.85	Nb3Pb0.15Sn0.85		K	18.16	Z.PHYS.,177(1964)10
152628	(Pr,Sr)(Fe,Co)AsO	Pr0.8Sr0.2Fe0.95Co0.05As1O1	oxypnictide	K	7.05	Phys.Rev.B, 83(2011)014503
